"CRN","Subject","Course","Section","Title","Credits","MeetingType","Time","Days","Location","DateRange","ScheduleType","Instructors"
"13405","BIO","791","07","Directed Research I","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Alex Lyakhovich (P)"
"10938","NS","101","A","Science of Nature I","4.000","Class","9:40 am - 11:30 am","M","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P), Canan Atılgan , Yuki Kaneko Göğüş , Ezgi Gülçay Özcan"
"10939","NS","101","B","Science of Nature I","4.000","Class","9:40 am - 11:30 am","M","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P), Serkan Ateş , Ezgi Gülçay Özcan"
"10940","NS","101","C","Science of Nature I","4.000","Class","2:40 pm - 4:30 pm","M","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P), Canan Atılgan , Yuki Kaneko Göğüş , Ezgi Gülçay Özcan"
"10941","NS","101","D","Science of Nature I","4.000","Class","2:40 pm - 4:30 pm","M","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P), Emrah Kalemci , Ezgi Gülçay Özcan"
"10942","NS","101","E","Science of Nature I","4.000","Class","9:40 am - 11:30 am","T","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P), Ezgi Gülçay Özcan , Aslıhan Muazzez Ünsal"
"10943","NS","101","F","Science of Nature I","4.000","Class","9:40 am - 11:30 am","T","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P), Serkan Ateş , Ezgi Gülçay Özcan"
"10944","NS","101","G","Science of Nature I","4.000","Class","2:40 pm - 4:30 pm","T","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P), Ezgi Gülçay Özcan , Aslıhan Muazzez Ünsal"
"10945","NS","101","H","Science of Nature I","4.000","Class","2:40 pm - 4:30 pm","T","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P), Emrah Kalemci , Ezgi Gülçay Özcan"
"10946","NS","101R","A1","Science of Nature I - Recitation","0.000","Class","8:40 am - 10:30 am","R","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P)"
"13023","NS","101R","A2","Science of Nature I - Recitation","0.000","Class","8:40 am - 10:30 am","R","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P)"
"10948","NS","101R","B1","Science of Nature I - Recitation","0.000","Class","10:40 am - 12:30 pm","R","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P)"
"10949","NS","101R","B2","Science of Nature I - Recitation","0.000","Class","10:40 am - 12:30 pm","R","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P)"
"10950","NS","101R","C1","Science of Nature I - Recitation","0.000","Class","12:40 pm - 2:30 pm","R","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P)"
"10951","NS","101R","C2","Science of Nature I - Recitation","0.000","Class","12:40 pm - 2:30 pm","R","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P)"
"10952","NS","101R","D1","Science of Nature I - Recitation","0.000","Class","2:40 pm - 4:30 pm","R","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P)"
"10953","NS","101R","D2","Science of Nature I - Recitation","0.000","Class","2:40 pm - 4:30 pm","R","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Emine Süphan Bakkal (P)"
"13285","NS","102","A","Science of Nature II","4.000","Class","10:40 am - 12:30 pm","W","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Çiğdem Altıntaş (P), Aslıhan Muazzez Ünsal"
"13286","NS","102","B","Science of Nature II","4.000","Class","10:40 am - 12:30 pm","W","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Çiğdem Altıntaş (P), Emre Erdem , Gözde İnce"
"13287","NS","102","C","Science of Nature II","4.000","Class","2:40 pm - 4:30 pm","W","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Çiğdem Altıntaş (P), Aslıhan Muazzez Ünsal"
"13288","NS","102","D","Science of Nature II","4.000","Class","2:40 pm - 4:30 pm","W","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Çiğdem Altıntaş (P), Emre Erdem , Gözde İnce"
"13289","NS","102R","A1","Science of Nature II - Recitation","0.000","Class","8:40 am - 10:30 am","F","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Çiğdem Altıntaş (P)"
"13290","NS","102R","B1","Science of Nature II - Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Çiğdem Altıntaş (P)"
"13292","NS","102R","C1","Science of Nature II - Recitation","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","1st del","Çiğdem Altıntaş (P)"
"13560","NS","200","0","Einstein's Relativity","3.000","Class","8:40 am - 10:30 am","M","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Adagideli (P)"
"13560","NS","200","0","Einstein's Relativity","3.000","Class","8:40 am - 9:30 am","T","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","2nd del","İnanç Adagideli (P)"
"13627","NS","201","0","Discovering Life","3.000","Class","9:40 am - 11:30 am","M","Fac. of Engin. and Nat. Sci. G029","Sep 28, 2026 - Dec 31, 2026","1st del",""
"13627","NS","201","0","Discovering Life","3.000","Class","10:40 am - 11:30 am","T","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","2nd del",""
"10636","NS","206","0","What is There in the Universe: Inside the Milky Way?","3.000","Class","8:40 am - 9:30 am","M","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","2nd del","Ünal Ertan (P)"
"10636","NS","206","0","What is There in the Universe: Inside the Milky Way?","3.000","Class","3:40 pm - 5:30 pm","W","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","1st del","Ünal Ertan (P)"
"13482","OPIM","301","0","Operations Management","3.000","Class","8:40 am - 10:30 am","T","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Melek Akın Ateş (P)"
"13482","OPIM","301","0","Operations Management","3.000","Class","10:40 am - 11:30 am","W","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","2nd del","Melek Akın Ateş (P)"
"13635","OPIM","301R","0","Operations Management - Recitation","0.000","Class","9:40 am - 10:30 am","W","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Melek Akın Ateş (P)"
"10647","OPIM","302","0","Management Information Systems","3.000","Class","3:40 pm - 5:30 pm","M","Sabancı Business School G013","Sep 28, 2026 - Dec 31, 2026","1st del","Nihat Kasap (P)"
"10647","OPIM","302","0","Management Information Systems","3.000","Class","1:40 pm - 2:30 pm","W","Sabancı Business School G013","Sep 28, 2026 - Dec 31, 2026","2nd del","Nihat Kasap (P)"
"10648","OPIM","302R","0","Management Information System-Recitation","0.000","Class","2:40 pm - 3:30 pm","W","Sabancı Business School G013","Sep 28, 2026 - Dec 31, 2026","1st del","Nihat Kasap (P)"
"10649","OPIM","390","0","Introduction to Business Analytics","3.000","Class","1:40 pm - 3:30 pm","W","Sabancı Business School G060","Sep 28, 2026 - Dec 31, 2026","1st del","Fatma Tevhide Altekin (P)"
"10649","OPIM","390","0","Introduction to Business Analytics","3.000","Class","2:40 pm - 3:30 pm","F","Sabancı Business School G013","Sep 28, 2026 - Dec 31, 2026","2nd del","Fatma Tevhide Altekin (P)"
"10651","OPIM","390R","0","Introduction to Business Analytics - Recitation","0.000","Class","3:40 pm - 4:30 pm","F","Sabancı Business School G013","Sep 28, 2026 - Dec 31, 2026","1st del","Fatma Tevhide Altekin (P)"
"13477","OPIM","401","0","Supply Chain Management","3.000","Class","11:40 am - 2:30 pm","R","Sabancı Business School G060","Sep 28, 2026 - Dec 31, 2026","1st del","Abdullah Daşcı (P)"
"10653","OPIM","402","0","Optimization Modeling in Business Analytics","3.000","Class","2:40 pm - 3:30 pm","M","Sabancı Business School L018","Sep 28, 2026 - Dec 31, 2026","2nd del","Can Akkan (P)"
"10653","OPIM","402","0","Optimization Modeling in Business Analytics","3.000","Class","12:40 pm - 2:30 pm","W","Fac.of Arts and Social Sci. G049","Sep 28, 2026 - Dec 31, 2026","1st del","Can Akkan (P)"
"13480","OPIM","410","0","Decision Making Under Uncertainty","3.000","Class","1:40 pm - 3:30 pm","T","Sabancı Business School G060","Sep 28, 2026 - Dec 31, 2026","1st del","Ayşe Kocabıyıkoğlu (P)"
"13480","OPIM","410","0","Decision Making Under Uncertainty","3.000","Class","9:40 am - 10:30 am","W","Sabancı Business School G060","Sep 28, 2026 - Dec 31, 2026","2nd del","Ayşe Kocabıyıkoğlu (P)"
"13496","OPIM","603","0","Probability Models and Stochastic Processes","3.000","Class","2:40 pm - 5:30 pm","T","Sabancı Business School G045","Sep 28, 2026 - Dec 31, 2026","1st del","Raha Akhavan Tabatabaei (P)"
"10669","ORG","301","A","Organizations and Organizing","3.000","Class","11:40 am - 2:30 pm","M","Fac.of Arts and Social Sci. G018","Sep 28, 2026 - Dec 31, 2026","1st del","Nüfer Yasin Ateş (P)"
"13489","ORG","301","B","Organizations and Organizing","3.000","Class","10:40 am - 1:30 pm","T","Fac.of Arts and Social Sci. 1001","Sep 28, 2026 - Dec 31, 2026","1st del","Celile Itır Göğüş (P)"
"10670","ORG","302","0","Organizational Behavior","3.000","Class","12:40 pm - 2:30 pm","T","Fac.of Arts and Social Sci. G018","Sep 28, 2026 - Dec 31, 2026","1st del","Öykü Arkan Tunç (P)"
"10670","ORG","302","0","Organizational Behavior","3.000","Class","9:40 am - 10:30 am","W","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","2nd del","Öykü Arkan Tunç (P)"
"10672","ORG","401","0","Human Resources Management","3.000","Class","3:40 pm - 6:30 pm","W","Fac.of Arts and Social Sci. 1050","Sep 28, 2026 - Dec 31, 2026","1st del","Alex Cayrol (P)"
"11901","ORG","403","0","Cross-Cultural Management","3.000","Class","11:40 am - 2:30 pm","W","Fac.of Arts and Social Sci. 1011","Sep 28, 2026 - Dec 31, 2026","1st del","Arzu Syeda Wasti (P)"
"11014","ORG","404","0","Creativity & Leading Innovations","3.000","Class","3:40 pm - 6:30 pm","R","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","1st del","Alex Cayrol (P)"
"13630","ORG","405","0","Human Resources Analytics","3.000","Class","11:40 am - 2:30 pm","M","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","Alex Cayrol (P)"
"13493","ORG","612","0","Organizational Behavior","3.000","Class","2:40 pm - 5:30 pm","W","Sabancı Business School G041","Sep 28, 2026 - Dec 31, 2026","Lecture","Celile Itır Göğüş (P)"
"13106","PERS","510","0","Basic Persian I","3.000","Class","11:40 am - 2:30 pm","W","Sabancı Business School G062","Sep 28, 2026 - Dec 31, 2026","1st del","Kadir Turgut (P)"
"13107","PERS","510D","0","Basic Persian I Discussion","0.000","Class","2:40 pm - 4:30 pm","W","Sabancı Business School G062","Sep 28, 2026 - Dec 31, 2026","1st del","Kadir Turgut (P)"
"10673","PHIL","300","0","Philosophy of Science","3.000","Class","9:40 am - 12:30 pm","T","Fac.of Arts and Social Sci. 1099","Sep 28, 2026 - Dec 31, 2026","1st del","Gürol Irzık (P)"
"12527","PHIL","310","0","Philosophy of Mind","3.000","Class","12:40 pm - 1:30 pm","T","Fac.of Arts and Social Sci. 1081","Sep 28, 2026 - Dec 31, 2026","1st del","Elif Yavnık (P)"
"12527","PHIL","310","0","Philosophy of Mind","3.000","Class","1:40 pm - 3:30 pm","R","Fac.of Arts and Social Sci. 1081","Sep 28, 2026 - Dec 31, 2026","2nd del","Elif Yavnık (P)"
"12970","PHIL","370","0","Philosophy of Artificial Intelligence","3.000","Class","1:40 pm - 4:30 pm","M","Fac.of Arts and Social Sci. 2023","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Sungur Kuyumcuoğlu (P)"
"13650","PHIL","399","0","Independent Study","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Faik Kurtulmuş (P)"
"12975","PHIL","570","0","Philosophy of Artificial Intelligence","3.000","Class","1:40 pm - 4:30 pm","M","Fac.of Arts and Social Sci. 2023","Sep 28, 2026 - Dec 31, 2026","1st del","Hüseyin Sungur Kuyumcuoğlu (P)"
"13068","PHYS","113","A1","Basic Concepts of Physics for Scientists and Engineers","3.000","Class","9:40 am - 11:30 am","W","Fac.of Arts and Social Sci. 1050","Sep 28, 2026 - Dec 31, 2026","1st del","Yuki Kaneko Göğüş (P), Mehmet Ali Alpar"
"13068","PHYS","113","A1","Basic Concepts of Physics for Scientists and Engineers","3.000","Class","4:40 pm - 5:30 pm","R","Fac.of Arts and Social Sci. G018","Sep 28, 2026 - Dec 31, 2026","2nd del","Yuki Kaneko Göğüş (P), Mehmet Ali Alpar"
"13620","PHYS","113","A2","Basic Concepts of Physics for Scientists and Engineers","3.000","Class","9:40 am - 11:30 am","W","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","1st del","Yuki Kaneko Göğüş (P), Ünal Ertan"
"13620","PHYS","113","A2","Basic Concepts of Physics for Scientists and Engineers","3.000","Class","4:40 pm - 5:30 pm","R","Fac.of Arts and Social Sci. 2128","Sep 28, 2026 - Dec 31, 2026","2nd del","Yuki Kaneko Göğüş (P), Ünal Ertan"
"13119","PHYS","113L","A","Basic Concepts of Physics for Scientists and Engineers Lab.","0.000","Class","1:40 pm - 3:30 pm","M","Fac. of Engin. and Nat. Sci. G055","Sep 28, 2026 - Dec 31, 2026","1st del","Yuki Kaneko Göğüş (P)"
"13121","PHYS","113L","B","Basic Concepts of Physics for Scientists and Engineers Lab.","0.000","Class","4:40 pm - 6:30 pm","M","Fac. of Engin. and Nat. Sci. G055","Sep 28, 2026 - Dec 31, 2026","1st del","Yuki Kaneko Göğüş (P)"
"13622","PHYS","113L","C","Basic Concepts of Physics for Scientists and Engineers Lab.","0.000","Class","9:40 am - 11:30 am","T","Fac. of Engin. and Nat. Sci. G055","Sep 28, 2026 - Dec 31, 2026","1st del","Yuki Kaneko Göğüş (P)"
"13623","PHYS","113L","D","Basic Concepts of Physics for Scientists and Engineers Lab.","0.000","Class","11:40 am - 1:30 pm","T","Fac. of Engin. and Nat. Sci. G055","Sep 28, 2026 - Dec 31, 2026","1st del","Yuki Kaneko Göğüş (P)"
"13624","PHYS","113L","E","Basic Concepts of Physics for Scientists and Engineers Lab.","0.000","Class","2:40 pm - 4:30 pm","T","Fac. of Engin. and Nat. Sci. G055","Sep 28, 2026 - Dec 31, 2026","1st del","Yuki Kaneko Göğüş (P)"
"13561","PHYS","211","0","Modern Physics","3.000","Class","2:40 pm - 5:30 pm","W","Fac. of Engin. and Nat. Sci. L067","Sep 28, 2026 - Dec 31, 2026","1st del","Alhun Aydın (P)"
"13255","PHYS","302","0","Solid State Physics","3.000","Class","1:40 pm - 3:30 pm","M","Fac. of Engin. and Nat. Sci. L058","Sep 28, 2026 - Dec 31, 2026","2nd del","İsmet İnönü Kaya (P)"
"13255","PHYS","302","0","Solid State Physics","3.000","Class","12:40 pm - 1:30 pm","W","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","İsmet İnönü Kaya (P)"
"13256","PHYS","302R","0","Solid State Physics - Recitation","0.000","Class","1:40 pm - 2:30 pm","R","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","İsmet İnönü Kaya (P)"
"10677","PHYS","303","0","Quantum Mechanics I","3.000","Class","3:40 pm - 5:30 pm","T","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","2nd del","İnanç Adagideli (P)"
"10677","PHYS","303","0","Quantum Mechanics I","3.000","Class","7:40 pm - 8:30 pm","R","Fac. of Engin. and Nat. Sci. G015","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Adagideli (P)"
"11147","PHYS","303R","0","Quantum Mechanics I Recitation","0.000","Class","7:40 pm - 8:30 pm","M","Fac. of Engin. and Nat. Sci. L035","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Adagideli (P)"
"13562","PHYS","401","0","Classical Mechanics","3.000","Class","9:40 am - 11:30 am","W","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Göktuğ Karpat (P)"
"13562","PHYS","401","0","Classical Mechanics","3.000","Class","10:40 am - 11:30 am","F","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","2nd del","Göktuğ Karpat (P)"
"13564","PHYS","411","0","Electromagnetic Theory I","3.000","Class","11:40 am - 1:30 pm","M","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Mehmet Zafer Gedik (P)"
"13564","PHYS","411","0","Electromagnetic Theory I","3.000","Class","8:40 am - 9:30 am","T","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","2nd del","Mehmet Zafer Gedik (P)"
"13563","PHYS","501","0","Classical Mechanics","3.000","Class","9:40 am - 11:30 am","W","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Göktuğ Karpat (P)"
"13563","PHYS","501","0","Classical Mechanics","3.000","Class","10:40 am - 11:30 am","F","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","2nd del","Göktuğ Karpat (P)"
"12090","PHYS","511","0","Electromagnetic Theory I","3.000","Class","11:40 am - 1:30 pm","M","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","1st del","Mehmet Zafer Gedik (P)"
"12090","PHYS","511","0","Electromagnetic Theory I","3.000","Class","8:40 am - 9:30 am","T","Fac. of Engin. and Nat. Sci. L047","Sep 28, 2026 - Dec 31, 2026","2nd del","Mehmet Zafer Gedik (P)"
"10680","PHYS","531","0","Quantum Mechanics I","3.000","Class","2:40 pm - 3:30 pm","M","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","2nd del","Mehmet Zafer Gedik (P)"
"10680","PHYS","531","0","Quantum Mechanics I","3.000","Class","2:40 pm - 4:30 pm","T","Fac. of Engin. and Nat. Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Mehmet Zafer Gedik (P)"
"11348","PHYS","551","0","Graduate Seminar I","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","İnanç Adagideli (P)"
"12730","PHYS","552","0","Graduate Seminar II","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","İnanç Adagideli (P)"
"13565","PHYS","561","0","High Energy Astrophysics I","3.000","Class","9:40 am - 10:30 am","M","Fac. of Engin. and Nat. Sci. L058","Sep 28, 2026 - Dec 31, 2026","2nd del","Ersin Göğüş (P)"
"13565","PHYS","561","0","High Energy Astrophysics I","3.000","Class","12:40 pm - 2:30 pm","T","Fac. of Engin. and Nat. Sci. L067","Sep 28, 2026 - Dec 31, 2026","1st del","Ersin Göğüş (P)"
"13252","PHYS","590","02","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Mehmet Zafer Gedik (P)"
"12865","PHYS","590","03","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Emrah Kalemci (P)"
"12365","PHYS","590","05","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","İnanç Adagideli (P)"
"12866","PHYS","590","06","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","İsmet İnönü Kaya (P)"
"11742","PHYS","790","01","Ph.D. Dissertation","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Ünal Ertan (P)"
"13654","PSIR","300","0","Project and Internship","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Internship","Oya Yeğen (P)"
"11916","PSIR","311","0","Research Methods for Political Science and International Relations I","3.000","Class","10:40 am - 1:30 pm","M","Fac.of Arts and Social Sci. 1097","Sep 28, 2026 - Dec 31, 2026","1st del","Fatih Serkant Adıgüzel (P)"
"11917","PSIR","311D","0","Research Methods for Political Science and International Relations I Discussion","0.000","Class","1:40 pm - 2:30 pm","M","Fac.of Arts and Social Sci. 1097","Sep 28, 2026 - Dec 31, 2026","1st del","Fatih Serkant Adıgüzel (P)"
"13643","PSIR","401","0","Research Methods for Political Science and International Relations II","3.000","Class","5:40 pm - 8:30 pm","M","Fac.of Arts and Social Sci. 1080","Sep 28, 2026 - Dec 31, 2026","1st del","Mert Moral (P)"
"10703","POLS","301","0","Political Theory I","3.000","Class","5:40 pm - 8:30 pm","R","Fac.of Arts and Social Sci. 1075","Sep 28, 2026 - Dec 31, 2026","1st del","Banu Turnaoğlu (P)"
"10706","POLS","352","0","Turkish Politics I","3.000","Class","2:40 pm - 4:30 pm","W","Fac.of Arts and Social Sci. G043","Sep 28, 2026 - Dec 31, 2026","1st del","Berk Esen (P)"
"10706","POLS","352","0","Turkish Politics I","3.000","Class","2:40 pm - 3:30 pm","R","Fac.of Arts and Social Sci. G056","Sep 28, 2026 - Dec 31, 2026","2nd del","Berk Esen (P)"
"13566","POLS","434","0","Formal Modelling and Political Analysis I","3.000","Class","11:40 am - 2:30 pm","R","Fac.of Arts and Social Sci. 1080","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Kemahlıoğlu (P)"
"13568","POLS","446","0","Latin American Politics","3.000","Class","8:40 am - 11:30 am","W","Fac.of Arts and Social Sci. G043","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Kemahlıoğlu (P)"
"10718","POLS","455","0","Rise and Fall of Democracy","3.000","Class","4:40 pm - 5:30 pm","W","Fac.of Arts and Social Sci. 1081","Sep 28, 2026 - Dec 31, 2026","2nd del","Berk Esen (P)"
"10718","POLS","455","0","Rise and Fall of Democracy","3.000","Class","3:40 pm - 5:30 pm","R","Fac.of Arts and Social Sci. G056","Sep 28, 2026 - Dec 31, 2026","1st del","Berk Esen (P)"
"10725","POLS","473","0","Political Theory II","3.000","Class","8:40 am - 11:30 am","R","Fac.of Arts and Social Sci. G050","Sep 28, 2026 - Dec 31, 2026","1st del","Banu Turnaoğlu (P)"
"13073","POLS","495","0","Middle Eastern Politics and Government","3.000","Class","8:40 am - 11:30 am","W","Fac.of Arts and Social Sci. G056","Sep 28, 2026 - Dec 31, 2026","1st del","Muhammet Tahir Kılavuz (P)"
"13570","POLS","502","0","Political Theory","3.000","Class","12:40 pm - 3:30 pm","R","Fac.of Arts and Social Sci. 2031","Sep 28, 2026 - Dec 31, 2026","1st del","Faik Kurtulmuş (P)"
"10734","POLS","529","0","Methods and Scope of Political Analysis","3.000","Class","8:40 am - 11:30 am","R","Fac.of Arts and Social Sci. G043","Sep 28, 2026 - Dec 31, 2026","1st del","Fatih Serkant Adıgüzel (P)"
"10736","POLS","529D","0","Methods and Scope of Political Analysis - Discussion","0.000","Class","11:40 am - 12:30 pm","R","Fac.of Arts and Social Sci. G043","Sep 28, 2026 - Dec 31, 2026","1st del","Fatih Serkant Adıgüzel (P)"
"13644","POLS","532","0","Survey Research Methods","3.000","Class","5:40 pm - 8:30 pm","M","Fac.of Arts and Social Sci. 1080","Sep 28, 2026 - Dec 31, 2026","1st del","Mert Moral (P)"
"13567","POLS","534","0","Formal Modelling and Political Analysis I","3.000","Class","11:40 am - 2:30 pm","R","Fac.of Arts and Social Sci. 1080","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Kemahlıoğlu (P)"
"10738","POLS","540","0","International Relations Theory","3.000","Class","12:40 pm - 3:30 pm","M","Fac.of Arts and Social Sci. 1075","Sep 28, 2026 - Dec 31, 2026","1st del",""
"13569","POLS","546","0","Latin American Politics","3.000","Class","8:40 am - 11:30 am","W","Fac.of Arts and Social Sci. G043","Sep 28, 2026 - Dec 31, 2026","1st del","Özge Kemahlıoğlu (P)"
"13075","POLS","549","0","Middle Eastern Politics and Government","3.000","Class","8:40 am - 11:30 am","W","Fac.of Arts and Social Sci. G056","Sep 28, 2026 - Dec 31, 2026","1st del","Muhammet Tahir Kılavuz (P)"
"10740","POLS","550","0","Turkish Politics","3.000","Class","11:40 am - 2:30 pm","T","Fac.of Arts and Social Sci. G056","Sep 28, 2026 - Dec 31, 2026","1st del","Ersin Mahmut Kalaycıoğlu (P)"
"10721","POLS","565","0","Rise and Fall of Democracy","3.000","Class","4:40 pm - 5:30 pm","W","Fac.of Arts and Social Sci. 1081","Sep 28, 2026 - Dec 31, 2026","2nd del","Berk Esen (P)"
"10721","POLS","565","0","Rise and Fall of Democracy","3.000","Class","3:40 pm - 5:30 pm","R","Fac.of Arts and Social Sci. G056","Sep 28, 2026 - Dec 31, 2026","1st del","Berk Esen (P)"
"13532","POLS","589","0","Human Rights in World Affairs","3.000","Class","3:40 pm - 5:30 pm","M","Fac.of Arts and Social Sci. G025","Sep 28, 2026 - Dec 31, 2026","1st del","Oya Yeğen (P)"
"13532","POLS","589","0","Human Rights in World Affairs","3.000","Class","11:40 am - 12:30 pm","W","Fac.of Arts and Social Sci. 1099","Sep 28, 2026 - Dec 31, 2026","2nd del","Oya Yeğen (P)"
"10747","POLS","599","0","Pro-Thesis Seminar","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","Oya Yeğen (P)"
"13651","POLS","610","0","Thesis Preparation Seminar","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","Oya Yeğen (P)"
"10767","POLS","699","A","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Meltem Müftüler-Baç (P)"
"13093","POLS","699","C","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Senem Aydın Düzgit (P)"
"10760","POLS","699","D","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Fatih Serkant Adıgüzel (P)"
"13094","POLS","699","E","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Faik Kurtulmuş (P)"
"13095","POLS","699","F","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Berk Esen (P)"
"12091","POLS","799","A","Ph.D. Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Özge Kemahlıoğlu (P)"
"13081","POLS","799","B","Ph.D. Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Mert Moral (P)"
"10167","POLS","799","C","Ph.D. Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Faik Kurtulmuş (P)"
"10169","POLS","799","E","Ph.D. Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Berk Esen (P)"
